08.884599,08.923310,
19.127187,19.159274,
29.395308,29.431086,
39.671673,39.823941,
50.147191,50.199303,
00.411270,00.451251,
10.820433,10.918163,
21.254975,21.308251,
31.580517,31.623416,
41.867386,41.980124,
52.284989,52.323541,
02.623327,02.670962,
13.161046,13.207388,
23.483114,23.560003,
33.971483,34.091107,
44.335423,44.385042,
54.703942,54.770139,
05.128193,05.240587,
15.509198,15.551364,
25.847501,25.883916,
36.223186,36.278698,
47.168353,47.207429,
57.495094,57.527069,
07.808037,07.851351,
18.139767,18.203135,
28.695057,28.727182,
39.039453,39.079100,
49.360576,49.463884,
59.795398,59.845880,
10.103201,10.200245,
20.483477,20.520489,
30.823048,30.868926,
41.219256,41.260773,
51.628051,51.710816,
02.119967,02.196361,
12.503151,12.539165,
22.827025,22.875624,
33.264071,33.359136,
43.683589,43.792690,
54.087092,54.123120,
04.573334,04.611161,
14.899468,14.979925,
25.243587,25.296223,
35.583137,35.695741,
46.056314,46.151518,
56.767494,56.823817,
07.187224,07.231483,
17.527822,17.567471,
27.935254,27.971356,
38.295045,38.331253,
48.615843,48.659681,
00.308872,00.433209,
10.744219,10.895791,
21.219174,21.287866,
31.667269,31.761953,
42.040446,42.083566,
52.439882,52.560657,
02.901971,02.939440,
13.167181,13.219704,
23.537889,23.571305,
33.828216,33.967503,
44.320180,44.371607,
54.687648,54.723244,
05.043386,05.083244,
15.299306,15.327086,
25.603099,25.631132,
35.924339,35.959077,
46.187248,46.219684,
56.483802,56.534417,
06.847767,06.887876,
17.155543,17.207834,
27.483359,27.515984,
37.811812,37.843372,
48.151495,48.191146,
58.451568,58.487400,
08.739418,08.771175,
19.091806,19.137538,
29.388234,29.427183,
39.728030,39.767370,
50.127560,50.175507,
00.467100,00.499381,
10.779781,10.803412,
21.259484,21.295197,
31.599214,31.639036,
41.901592,41.937933,
52.215163,52.247202,
02.535335,02.571085,
12.799734,12.831533,
23.163525,23.199911,
33.451219,33.479209,
43.783225,43.811602,
54.395303,54.443027,
04.699913,04.743192,
14.979427,15.011022,
25.263604,25.295574,
35.591893,35.623091,
45.843045,45.887412,
56.727326,56.759116,
07.059518,07.091533,
17.315389,17.343046,
27.604375,27.651241,
37.963328,37.994249,
48.247380,48.290926,
58.527269,58.567156,
08.827506,08.863768,
19.126082,19.159557,
29.447428,29.495494,
39.831632,39.879352,
50.163491,50.207153,
00.455815,00.483097,
10.779029,10.811418,
21.095066,21.123568,
31.387167,31.443941,
41.735380,41.775133,
52.079302,52.119552,
02.679986,02.715711,
12.995113,13.027779,
23.267194,23.311567,
33.611307,33.643120,
44.191648,44.195242,
54.515443,54.551254,
04.767201,04.799171,
15.099104,15.147298,
25.407939,25.443395,
35.727176,35.767308,
46.055460,46.095141,
56.427515,56.456763,
06.691450,06.727656,
16.975375,17.011207,
27.327130,27.359468,
37.675518,37.723803,
48.003256,48.035126,
58.366693,58.648376,
08.903459,08.931243,
19.247546,19.283184,
29.539449,29.587088,
39.815388,39.856360,
50.107446,50.147691,
00.471367,00.506794,
10.847195,10.875035,
21.445343,21.489431,
32.131137,32.168433,
42.395966,42.447613,
52.763547,52.808421,
03.031182,03.083201,
13.295662,13.335108,
23.619335,23.652939,
33.911513,33.943066,
44.228282,44.268033,
54.599213,54.631418,
04.867459,04.895651,
15.159463,15.194400,
25.431412,25.463636,
35.879681,35.911065,
46.211898,46.247404,
56.567944,56.615088,
06.891504,06.931376,
17.179121,17.223046,
27.571235,27.607229,
37.859405,37.895532,
48.143206,48.179189,
58.451931,58.495588,
09.111176,09.151060,
19.448361,19.490390,
29.931773,29.963484,
40.167504,40.199997,
50.459484,50.506002,
02.008015,02.039286,
12.284214,12.351441,
22.667169,22.703524,
32.971390,32.991894,
43.923081,43.951568,
54.168219,54.199195,
04.419404,04.486815,
14.721188,14.760154,
24.963143,24.995033,
35.211664,35.247118,
45.527301,45.555620,
55.901992,55.943199,
06.204124,06.231255,
,
